0.000000000000000000e+00,1.930999999999999872e+01,1.712000000000000099e+01,1.648999999999999844e+01,1.692000000000000171e+01,1.898999999999999844e+01,1.846999999999999886e+01
1.000000000000000000e+02,1.821000000000000085e+01,1.867999999999999972e+01,1.833999999999999986e+01,1.778999999999999915e+01,1.723999999999999844e+01,1.637000000000000099e+01
2.000000000000000000e+02,1.673999999999999844e+01,1.685000000000000142e+01,1.792000000000000171e+01,1.778999999999999915e+01,1.721999999999999886e+01,1.807000000000000028e+01
3.000000000000000000e+02,1.766000000000000014e+01,1.623000000000000043e+01,1.839000000000000057e+01,1.671999999999999886e+01,1.507000000000000028e+01,1.864000000000000057e+01
4.000000000000000000e+02,1.757999999999999829e+01,1.753000000000000114e+01,1.692999999999999972e+01,1.746999999999999886e+01,1.655999999999999872e+01,1.639000000000000057e+01
5.000000000000000000e+02,1.767000000000000171e+01,1.762999999999999901e+01,1.703999999999999915e+01,1.687000000000000099e+01,1.700000000000000000e+01,1.685999999999999943e+01
6.000000000000000000e+02,1.698000000000000043e+01,1.935000000000000142e+01,1.839999999999999858e+01,1.673000000000000043e+01,1.721999999999999886e+01,1.839999999999999858e+01
7.000000000000000000e+02,1.705999999999999872e+01,1.644000000000000128e+01,1.735999999999999943e+01,1.599000000000000021e+01,1.676999999999999957e+01,1.805000000000000071e+01
8.000000000000000000e+02,1.673000000000000043e+01,1.730000000000000071e+01,1.823000000000000043e+01,1.791000000000000014e+01,1.778999999999999915e+01,1.767000000000000171e+01
9.000000000000000000e+02,1.787000000000000099e+01,1.744000000000000128e+01,1.805000000000000071e+01,1.630999999999999872e+01,1.844000000000000128e+01,1.780000000000000071e+01
1.000000000000000000e+03,1.837999999999999901e+01,1.748999999999999844e+01,1.962999999999999901e+01,1.651000000000000156e+01,1.741000000000000014e+01,1.826999999999999957e+01
1.100000000000000000e+03,1.660000000000000142e+01,1.805000000000000071e+01,1.839999999999999858e+01,1.828000000000000114e+01,1.717999999999999972e+01,1.885999999999999943e+01
1.200000000000000000e+03,1.632999999999999829e+01,1.739999999999999858e+01,1.717999999999999972e+01,1.719999999999999929e+01,1.680000000000000071e+01,1.723000000000000043e+01
1.300000000000000000e+03,1.826999999999999957e+01,1.758999999999999986e+01,1.687999999999999901e+01,1.762000000000000099e+01,1.803000000000000114e+01,1.798000000000000043e+01
1.400000000000000000e+03,1.773999999999999844e+01,1.614000000000000057e+01,1.816000000000000014e+01,1.794999999999999929e+01,1.808999999999999986e+01,1.792999999999999972e+01
1.500000000000000000e+03,1.769000000000000128e+01,1.687000000000000099e+01,1.703999999999999915e+01,1.762000000000000099e+01,1.878000000000000114e+01,1.789000000000000057e+01
1.600000000000000000e+03,1.696999999999999886e+01,1.696000000000000085e+01,1.814000000000000057e+01,1.730999999999999872e+01,1.894000000000000128e+01,1.726000000000000156e+01
1.700000000000000000e+03,1.676999999999999957e+01,1.746000000000000085e+01,1.723999999999999844e+01,1.707999999999999829e+01,1.735000000000000142e+01,1.792999999999999972e+01
1.800000000000000000e+03,1.805000000000000071e+01,1.832999999999999829e+01,1.676000000000000156e+01,1.914000000000000057e+01,1.621000000000000085e+01,1.864999999999999858e+01
1.900000000000000000e+03,1.839000000000000057e+01,1.760999999999999943e+01,1.635000000000000142e+01,1.850000000000000000e+01,1.728000000000000114e+01,1.866000000000000014e+01
2.000000000000000000e+03,1.878000000000000114e+01,1.839999999999999858e+01,1.664000000000000057e+01,1.732000000000000028e+01,1.680000000000000071e+01,1.823000000000000043e+01
2.100000000000000000e+03,1.867999999999999972e+01,1.823000000000000043e+01,1.755999999999999872e+01,1.760999999999999943e+01,1.857999999999999829e+01,1.810000000000000142e+01
2.200000000000000000e+03,1.682999999999999829e+01,1.816000000000000014e+01,1.867000000000000171e+01,1.791000000000000014e+01,1.753999999999999915e+01,1.798000000000000043e+01
2.300000000000000000e+03,1.742000000000000171e+01,1.655000000000000071e+01,1.721999999999999886e+01,1.694000000000000128e+01,1.912999999999999901e+01,1.680000000000000071e+01
2.400000000000000000e+03,1.723999999999999844e+01,1.716000000000000014e+01,1.828999999999999915e+01,1.689999999999999858e+01,1.742000000000000171e+01,1.776000000000000156e+01
2.500000000000000000e+03,1.937999999999999901e+01,1.696999999999999886e+01,1.867000000000000171e+01,1.769000000000000128e+01,1.792000000000000171e+01,1.705999999999999872e+01
2.600000000000000000e+03,1.892000000000000171e+01,1.760000000000000142e+01,1.948999999999999844e+01,1.764999999999999858e+01,1.800000000000000000e+01,1.873999999999999844e+01
2.700000000000000000e+03,1.814000000000000057e+01,1.905000000000000071e+01,1.723000000000000043e+01,1.812999999999999901e+01,1.789999999999999858e+01,1.757999999999999829e+01
2.800000000000000000e+03,1.771000000000000085e+01,1.782000000000000028e+01,1.760999999999999943e+01,1.714999999999999858e+01,1.667000000000000171e+01,1.907000000000000028e+01
2.900000000000000000e+03,1.844000000000000128e+01,1.860999999999999943e+01,1.707999999999999829e+01,1.860000000000000142e+01,1.650000000000000000e+01,1.912000000000000099e+01
3.000000000000000000e+03,1.744999999999999929e+01,1.925000000000000000e+01,1.737999999999999901e+01,1.710000000000000142e+01,1.737999999999999901e+01,1.832999999999999829e+01
3.100000000000000000e+03,1.757000000000000028e+01,1.762999999999999901e+01,1.703999999999999915e+01,1.778000000000000114e+01,1.994000000000000128e+01,1.712999999999999901e+01
3.200000000000000000e+03,1.939000000000000057e+01,1.780999999999999872e+01,1.701999999999999957e+01,1.739999999999999858e+01,1.716000000000000014e+01,1.726000000000000156e+01
3.300000000000000000e+03,1.807000000000000028e+01,1.853000000000000114e+01,1.869999999999999929e+01,1.703999999999999915e+01,1.746000000000000085e+01,1.776999999999999957e+01
3.400000000000000000e+03,1.896999999999999886e+01,1.821999999999999886e+01,1.828999999999999915e+01,1.742000000000000171e+01,1.873000000000000043e+01,1.825000000000000000e+01
3.500000000000000000e+03,1.926999999999999957e+01,1.651000000000000156e+01,1.944999999999999929e+01,1.921000000000000085e+01,1.748999999999999844e+01,1.787999999999999901e+01
3.600000000000000000e+03,1.871999999999999886e+01,1.750000000000000000e+01,1.707000000000000028e+01,1.883999999999999986e+01,1.876000000000000156e+01,1.842999999999999972e+01
3.700000000000000000e+03,1.701999999999999957e+01,1.782000000000000028e+01,1.907000000000000028e+01,1.760999999999999943e+01,1.910000000000000142e+01,1.801999999999999957e+01
3.800000000000000000e+03,1.805000000000000071e+01,1.746999999999999886e+01,1.871999999999999886e+01,1.860999999999999943e+01,1.735000000000000142e+01,1.842000000000000171e+01
3.900000000000000000e+03,1.753000000000000114e+01,1.837000000000000099e+01,1.692000000000000171e+01,1.728000000000000114e+01,1.878999999999999915e+01,1.735000000000000142e+01
4.000000000000000000e+03,1.921000000000000085e+01,1.905000000000000071e+01,1.864000000000000057e+01,1.739999999999999858e+01,1.782000000000000028e+01,1.798000000000000043e+01
4.100000000000000000e+03,1.701999999999999957e+01,1.773999999999999844e+01,1.807999999999999829e+01,1.778000000000000114e+01,1.667000000000000171e+01,1.842000000000000171e+01
4.200000000000000000e+03,1.880000000000000071e+01,1.826999999999999957e+01,1.923999999999999844e+01,1.726999999999999957e+01,1.985000000000000142e+01,1.742000000000000171e+01
4.300000000000000000e+03,1.796999999999999886e+01,1.842000000000000171e+01,1.826000000000000156e+01,1.889999999999999858e+01,1.642999999999999972e+01,1.716000000000000014e+01
4.400000000000000000e+03,1.821000000000000085e+01,1.737999999999999901e+01,1.726000000000000156e+01,1.846999999999999886e+01,1.810000000000000142e+01,1.887000000000000099e+01
4.500000000000000000e+03,1.814000000000000057e+01,1.921000000000000085e+01,1.810999999999999943e+01,1.942999999999999972e+01,1.826000000000000156e+01,1.505000000000000071e+01
4.600000000000000000e+03,1.757999999999999829e+01,1.812000000000000099e+01,1.714999999999999858e+01,1.926999999999999957e+01,1.807999999999999829e+01,1.742000000000000171e+01
4.700000000000000000e+03,1.746000000000000085e+01,1.803999999999999915e+01,1.696000000000000085e+01,1.855999999999999872e+01,1.823000000000000043e+01,1.691000000000000014e+01
4.800000000000000000e+03,1.817000000000000171e+01,1.750000000000000000e+01,1.898000000000000043e+01,1.837000000000000099e+01,1.769000000000000128e+01,1.776000000000000156e+01
4.900000000000000000e+03,1.837999999999999901e+01,1.726999999999999957e+01,1.755000000000000071e+01,1.801999999999999957e+01,1.814999999999999858e+01,1.783999999999999986e+01
5.000000000000000000e+03,1.810000000000000142e+01,1.762999999999999901e+01,1.821000000000000085e+01,1.680000000000000071e+01,1.714999999999999858e+01,1.928999999999999915e+01
